Date,avg_price,median_price
2019-11-25T00:00:00.000000000,679.7431332130894,388.0
2019-11-26T00:00:00.000000000,681.1939963926823,395.0
2019-11-27T00:00:00.000000000,681.7461994331358,398.0
2019-11-28T00:00:00.000000000,681.1881216181397,398.0
2019-11-29T00:00:00.000000000,718.9409233781626,399.0
2019-11-30T00:00:00.000000000,723.7870613696089,399.0
2019-12-01T00:00:00.000000000,691.0800742000309,398.0
2019-12-02T00:00:00.000000000,689.658009996393,398.0
2019-12-03T00:00:00.000000000,690.032256402329,398.0
2019-12-04T00:00:00.000000000,689.9593960941928,398.0
2019-12-05T00:00:00.000000000,690.2160045344464,398.0
2019-12-06T00:00:00.000000000,726.5212294532901,400.0
2019-12-07T00:00:00.000000000,729.6849075076003,400.0
2019-12-08T00:00:00.000000000,691.5499046735714,398.0
2019-12-09T00:00:00.000000000,690.1551759674344,398.0
2019-12-10T00:00:00.000000000,690.2911578296491,398.0
2019-12-11T00:00:00.000000000,690.2967228319678,398.0
2019-12-12T00:00:00.000000000,690.3727263358581,398.0
2019-12-13T00:00:00.000000000,726.5214870922863,400.0
2019-12-14T00:00:00.000000000,729.9198485082702,402.0
2019-12-15T00:00:00.000000000,691.9758849899521,398.0
2019-12-16T00:00:00.000000000,691.40137579224,398.0
2019-12-17T00:00:00.000000000,691.61712268769,398.0
2019-12-18T00:00:00.000000000,691.8049672798475,398.0
2019-12-19T00:00:00.000000000,692.8494357705982,398.0
2019-12-20T00:00:00.000000000,732.6021280981089,410.0
2019-12-21T00:00:00.000000000,736.1491987427218,414.0
2019-12-22T00:00:00.000000000,699.5848920492606,399.0
2019-12-23T00:00:00.000000000,699.1247488019786,399.0
2019-12-24T00:00:00.000000000,714.5269490390066,400.0
2019-12-25T00:00:00.000000000,713.1407739475447,400.0
2019-12-26T00:00:00.000000000,698.4491935899417,399.0
2019-12-27T00:00:00.000000000,731.2426444066574,408.0
2019-12-28T00:00:00.000000000,735.1585510382852,411.0
2019-12-29T00:00:00.000000000,705.3885453702272,399.0
2019-12-30T00:00:00.000000000,712.7690524037719,399.0
2019-12-31T00:00:00.000000000,742.8262482609367,416.0
2020-01-01T00:00:00.000000000,757.5541557170093,422.0
2020-01-02T00:00:00.000000000,735.2273664141804,408.0
2020-01-03T00:00:00.000000000,749.949245117741,420.0
2020-01-04T00:00:00.000000000,747.0465553666203,418.0
2020-01-05T00:00:00.000000000,715.7827587983717,399.0
2020-01-06T00:00:00.000000000,713.3171020765703,399.0
2020-01-07T00:00:00.000000000,712.9870407584892,399.0
2020-01-08T00:00:00.000000000,713.1374246405936,399.0
2020-01-09T00:00:00.000000000,713.2328798886999,399.0
2020-01-10T00:00:00.000000000,744.7352501674653,418.0
2020-01-11T00:00:00.000000000,746.8639923738857,418.0
2020-01-12T00:00:00.000000000,716.2072190446746,399.0
2020-01-13T00:00:00.000000000,713.9362085845313,399.0
2020-01-14T00:00:00.000000000,714.1646828463956,399.0
2020-01-15T00:00:00.000000000,714.5069562528985,399.0
2020-01-16T00:00:00.000000000,705.677126809914,399.0
2020-01-17T00:00:00.000000000,737.2520482300201,418.0
